JobTitle,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPayBenefits,Status_Binary
Registered Nurse,111025.94,5613.97,5254.35,34445.19,121894.26,156339.45,1
Registered Nurse,111054.02,5779.21,4662.43,34803.14,121495.66,156298.8,1
Public Health Nurse,112663.83,0.0,5110.97,38498.48,117774.8,156273.28,1
Registered Nurse,101803.01,2666.75,14568.96,37198.26,119038.72,156236.98,1
Special Nurse,128088.87,4935.87,21608.49,1546.35,154633.23,156179.58,1
Registered Nurse,112517.18,1169.88,2772.27,39687.44,116459.33,156146.77,0
Registered Nurse,111301.85,2314.28,3763.77,38744.93,117379.9,156124.83,1
Nurse Practitioner,116967.74,0.0,1927.88,37159.91,118895.62,156055.53,1
Registered Nurse,100424.79,5177.61,13443.23,36855.13,119045.63,155900.76,1
Registered Nurse,99054.47,3627.65,17404.54,35783.39,120086.66,155870.05,1
Special Nurse,155775.29,0.0,0.0,0.0,155775.29,155775.29,0
Licensed Vocational Nurse,71731.0,46929.98,6481.3,30621.3,125142.28,155763.58,0
Registered Nurse,109721.68,3836.7,1484.14,40683.67,115042.52,155726.19,0
Registered Nurse,107365.32,9461.47,4673.86,34126.82,121500.65,155627.47,1
Registered Nurse,109099.58,3257.34,5375.56,37700.45,117732.48,155432.93,1
Registered Nurse,100875.25,6559.37,14747.02,33250.44,122181.64,155432.08,1
Registered Nurse,111834.92,1118.33,2347.32,40058.07,115300.57,155358.64,1
Registered Nurse,108053.9,6283.95,1384.64,39622.68,115722.49,155345.17,0
Registered Nurse,104311.43,5271.51,7109.35,38647.05,116692.29,155339.34,1
Registered Nurse,101776.92,4040.97,14257.37,34968.64,120075.26,155043.9,1
Registered Nurse,108347.4,5813.57,1918.31,38948.0,116079.28,155027.28,0
Registered Nurse,111937.87,4108.41,735.58,38175.63,116781.86,154957.49,1
Registered Nurse,106059.97,2009.03,7364.29,39522.07,115433.29,154955.36,0
Nursing Assistant,67923.56,51227.64,5807.52,29914.33,124958.72,154873.05,0
Registered Nurse,111185.7,1242.9,1204.0,41138.33,113632.6,154770.93,0
Licensed Vocational Nurse,73134.0,44201.91,6226.07,31146.67,123561.98,154708.65,0
Nurse Practitioner,115887.01,909.98,423.55,37460.33,117220.54,154680.87,1
Nurse Midwife,116078.69,0.0,359.06,38177.28,116437.75,154615.03,1
Registered Nurse,111214.23,1008.42,4513.55,37868.91,116736.2,154605.11,1
Registered Nurse,100056.0,3315.45,14407.21,36804.31,117778.66,154582.97,1
Registered Nurse,115313.7,0.0,250.0,38904.59,115563.7,154468.29,1
Clinical Nurse Specialist,114920.69,0.0,250.0,39213.42,115170.69,154384.11,1
Registered Nurse,107218.09,3399.62,4820.82,38923.25,115438.53,154361.78,1
Registered Nurse,106314.38,4044.86,6572.03,37377.64,116931.27,154308.91,1
Registered Nurse,108174.83,3279.66,4556.6,38249.35,116011.09,154260.44,1
Special Nurse,132245.74,0.0,21970.54,0.0,154216.28,154216.28,1
Registered Nurse,102647.7,7313.55,6781.13,37388.25,116742.38,154130.63,1
Registered Nurse,94039.48,4537.94,17973.4,37481.38,116550.82,154032.2,1
Registered Nurse,111909.52,6251.02,3812.08,32026.89,121972.62,153999.51,1
Registered Nurse,105174.8,3712.06,7175.16,37935.2,116062.02,153997.22,1
Registered Nurse,110015.84,1299.8,6028.67,36629.15,117344.31,153973.46,0
Registered Nurse,107443.56,5678.87,4237.89,36608.55,117360.32,153968.87,1
Nurse Practitioner,116315.58,0.0,1629.38,36021.95,117944.96,153966.91,1
Registered Nurse,101865.38,3489.69,10973.25,37626.24,116328.32,153954.56,1
Registered Nurse,93427.84,5079.87,17963.82,37448.01,116471.53,153919.54,1
Registered Nurse,98762.41,8563.81,10833.06,35740.28,118159.28,153899.56,1
Public Health Nurse,112381.62,0.0,271.37,41243.94,112652.99,153896.93,0
Registered Nurse,107803.79,4350.79,4656.43,36994.23,116811.01,153805.24,1
Registered Nurse,68493.8,3300.83,57369.41,24630.07,129164.04,153794.11,1
Registered Nurse,108053.9,5061.45,1487.85,39182.93,114603.2,153786.13,0
Registered Nurse,109784.02,1153.17,2727.8,40083.46,113664.99,153748.45,1
Registered Nurse,107040.96,4531.64,4684.82,37480.42,116257.42,153737.84,1
Registered Nurse,104891.52,1739.14,10088.87,36960.64,116719.53,153680.17,1
Registered Nurse,110367.49,1893.83,4586.04,36813.15,116847.36,153660.51,1
Registered Nurse,102527.63,1312.47,12279.84,37500.18,116119.94,153620.12,1
Licensed Vocational Nurse,34726.85,1283.2,86300.98,30772.02,122311.03,153083.05,1
Registered Nurse,103250.36,9225.25,5716.67,34853.59,118192.28,153045.87,1
Registered Nurse,108865.49,2781.56,4044.6,37225.91,115691.65,152917.56,1
Registered Nurse,110879.86,0.0,1000.0,40979.01,111879.86,152858.87,0
Registered Nurse,106843.81,3244.32,5537.3,37111.91,115625.43,152737.34,1
Registered Nurse,107088.42,3485.65,4573.94,37402.06,115148.01,152550.07,1
Registered Nurse,106219.69,4145.2,5724.78,36439.34,116089.67,152529.01,1
Registered Nurse,114019.51,0.0,588.43,37910.37,114607.94,152518.31,1
Registered Nurse,111550.6,1305.05,1094.77,38564.55,113950.42,152514.97,0
Registered Nurse,103998.13,1414.92,9961.59,37097.69,115374.64,152472.33,1
Registered Nurse,110253.54,2226.43,5617.85,34166.23,118097.82,152264.05,1
Registered Nurse,108666.99,1994.3,2571.57,39025.9,113232.86,152258.76,1
Registered Nurse,101218.8,9128.94,7305.3,34547.12,117653.04,152200.16,1
Registered Nurse,96770.25,6064.04,15047.44,34159.68,117881.73,152041.41,1
Registered Nurse,109527.34,2733.98,3854.06,35845.1,116115.38,151960.48,1
Registered Nurse,103697.46,5190.07,4453.66,38576.92,113341.19,151918.11,1
Registered Nurse,107566.75,6882.13,3998.23,33449.52,118447.11,151896.63,1
Special Nurse,119752.38,13371.66,17206.0,1503.3,150330.04,151833.34,1
Registered Nurse,109590.35,4061.24,250.0,37708.3,113901.59,151609.89,1
Nurse Practitioner,115358.09,0.0,250.0,35994.49,115608.09,151602.58,1
Licensed Vocational Nurse,69758.95,45109.93,5466.55,31263.43,120335.43,151598.86,0
Registered Nurse,105998.4,4441.2,1791.02,39349.97,112230.62,151580.59,0
Special Nurse,114961.15,10189.08,24885.55,1500.37,150035.78,151536.15,1
Registered Nurse,102357.15,3377.31,8184.24,37522.52,113918.7,151441.22,1
Registered Nurse,101458.38,0.0,10816.02,39134.24,112274.4,151408.64,1
Special Nurse,120452.35,4715.4,24455.77,1496.27,149623.52,151119.79,1
Registered Nurse,96941.61,1559.83,14929.94,37635.08,113431.38,151066.46,1
Registered Nurse,105928.24,2885.04,5042.09,37179.82,113855.37,151035.19,1
Registered Nurse,103332.42,5719.76,5858.48,36084.98,114910.66,150995.64,1
Registered Nurse,108782.01,7106.05,1645.66,33456.52,117533.72,150990.24,1
Registered Nurse,107809.22,0.0,2422.85,40663.09,110232.07,150895.16,0
Registered Nurse,105788.85,439.3,6299.55,38336.21,112527.7,150863.91,1
Registered Nurse,103351.56,4184.11,5142.07,38096.19,112677.74,150773.93,1
Registered Nurse,103500.09,4529.26,4967.86,37730.58,112997.21,150727.79,1
Registered Nurse,109728.27,0.0,2086.34,38878.92,111814.61,150693.53,1
Clinical Nurse Specialist,88609.25,0.0,34673.46,27284.58,123282.71,150567.29,1
Special Nurse,114573.05,19895.67,15986.66,0.0,150455.38,150455.38,1
Registered Nurse,112673.32,0.0,250.0,37373.98,112923.32,150297.3,1
Registered Nurse,108611.64,0.0,2902.07,38724.29,111513.71,150238.0,1
Registered Nurse,90231.05,6639.47,18847.03,34172.63,115717.55,149890.18,1
Special Nurse,140627.97,6081.95,3160.04,0.0,149869.96,149869.96,1
Registered Nurse,104227.84,106.81,7499.17,37906.45,111833.82,149740.27,1
Nurse Practitioner,112942.99,0.0,1266.4,35433.26,114209.39,149642.65,1
Registered Nurse,113872.04,0.0,484.13,35265.81,114356.17,149621.98,1
Registered Nurse,104268.28,7179.31,2627.24,35517.68,114074.83,149592.51,1
Registered Nurse,111862.45,592.34,9517.01,27519.32,121971.8,149491.12,1
Public Health Nurse,108224.32,0.0,850.0,40317.06,109074.32,149391.38,0
Registered Nurse,101559.31,4887.74,6886.23,36051.84,113333.28,149385.12,1
Registered Nurse,93766.93,4284.84,15290.32,35934.27,113342.09,149276.36,1
Registered Nurse,103415.27,3329.41,5528.96,36982.58,112273.64,149256.22,1
Licensed Vocational Nurse,73102.47,39013.66,6024.06,31100.17,118140.19,149240.36,0
Registered Nurse,102444.98,4349.63,4917.05,37325.23,111711.66,149036.89,1
Special Nurse,124529.29,9065.54,15402.01,0.0,148996.84,148996.84,1
Registered Nurse,89833.13,6390.97,17978.69,34516.36,114202.79,148719.15,1
Registered Nurse,102739.61,10052.1,5557.65,30228.79,118349.36,148578.15,1
Registered Nurse,103493.39,7996.02,3540.29,33500.42,115029.7,148530.12,1
Registered Nurse,111150.91,0.0,3930.71,33352.99,115081.62,148434.61,1
Registered Nurse,104109.73,3894.32,4794.56,35570.91,112798.61,148369.52,1
Registered Nurse,104776.99,4643.21,10664.25,28207.55,120084.45,148292.0,1
Registered Nurse,111630.09,3540.24,5370.81,27686.07,120541.14,148227.21,1
Registered Nurse,104484.09,3322.48,4347.87,35779.92,112154.44,147934.36,1
Registered Nurse,106877.65,4730.45,4249.16,31851.04,115857.26,147708.3,1
Registered Nurse,96584.83,15923.31,6198.97,28915.16,118707.11,147622.27,1
Registered Nurse,93694.04,4379.4,12366.49,37047.92,110439.93,147487.85,1
Public Health Nurse,107529.68,0.0,277.19,39553.82,107806.87,147360.69,0
Registered Nurse,90445.95,2916.33,17396.3,36563.77,110758.58,147322.35,1
Special Nurse,115093.36,3064.39,13177.09,15952.84,131334.84,147287.68,1
Registered Nurse,105908.32,0.0,4423.85,36726.78,110332.17,147058.95,1
Nurse Practitioner,100769.48,1526.94,20725.12,23941.59,123021.54,146963.13,1
Registered Nurse,103183.35,5602.62,5212.17,32794.48,113998.14,146792.62,1
Special Nurse,132757.7,4346.09,8114.58,1452.16,145218.37,146670.53,0
Nurse Practitioner,108700.3,623.0,1150.0,36193.2,110473.3,146666.5,1
Special Nurse,112853.85,15709.46,18074.81,0.0,146638.12,146638.12,1
Special Nurse,130480.64,11801.21,4255.42,0.0,146537.27,146537.27,1
Registered Nurse,96806.02,4069.43,9847.89,35616.62,110723.34,146339.96,1
Registered Nurse,99017.6,2601.63,10464.38,34102.23,112083.61,146185.84,1
Nurse Practitioner,110271.75,0.0,1325.0,34353.23,111596.75,145949.98,1
Nursing Assistant,67948.0,40261.31,7206.61,30228.61,115415.92,145644.53,0
Registered Nurse,106111.69,0.0,3770.56,35759.37,109882.25,145641.62,1
Licensed Vocational Nurse,73134.0,34616.62,6631.64,31238.15,114382.26,145620.41,0
Registered Nurse,98626.76,6006.29,6261.88,34715.18,110894.93,145610.11,1
Special Nurse,131968.56,752.85,11439.9,1441.62,144161.31,145602.93,0
Special Nurse,125593.72,14335.1,4148.47,1440.78,144077.29,145518.07,1
Special Nurse,132649.28,7540.97,5313.34,0.0,145503.59,145503.59,1
Nursing Assistant,67934.44,41561.06,5934.01,29943.57,115429.51,145373.08,0
Registered Nurse,102766.08,5344.33,3176.03,34060.54,111286.44,145346.98,1
Nurse Midwife,108660.17,0.0,417.88,36246.89,109078.05,145324.94,1
Licensed Vocational Nurse,73060.53,33334.39,7279.88,31348.15,113674.8,145022.95,0
Registered Nurse,102674.83,3690.8,3477.02,35118.97,109842.65,144961.62,1
Registered Nurse,105426.87,2814.9,1740.34,34788.9,109982.11,144771.01,1
Registered Nurse,102371.35,2242.36,4488.65,35624.26,109102.36,144726.62,1
Registered Nurse,102862.27,6302.3,441.18,35116.5,109605.75,144722.25,1
Registered Nurse,96303.48,9884.34,5417.56,32928.78,111605.38,144534.16,1
Special Nurse,125946.64,6466.69,2668.97,9426.01,135082.3,144508.31,1
Registered Nurse,101325.08,5161.28,1310.78,36688.09,107797.14,144485.23,1
Registered Nurse,106345.61,1571.55,403.39,35897.25,108320.55,144217.8,1
Registered Nurse,100457.04,4491.08,4886.03,34030.78,109834.15,143864.93,1
Registered Nurse,104041.28,2282.4,2567.64,34900.4,108891.32,143791.72,1
Nursing Assistant,67948.0,40362.7,5451.19,29848.01,113761.89,143609.9,0
Registered Nurse,101683.99,1753.13,4730.29,35406.44,108167.41,143573.85,1
Special Nurse,112586.75,22254.15,6987.88,1418.27,141828.78,143247.05,1
Registered Nurse,106526.69,628.19,1479.88,34561.2,108634.76,143195.96,1
Registered Nurse,73613.56,4195.55,41869.58,23483.09,119678.69,143161.78,1
Special Nurse,110510.73,1706.52,20217.09,9930.84,132434.34,142365.18,1
Registered Nurse,103756.98,0.0,2907.58,35686.62,106664.56,142351.18,1
Registered Nurse,88151.26,6423.3,14237.06,33461.0,108811.62,142272.62,1
Registered Nurse,100496.79,2652.6,2020.04,36988.25,105169.43,142157.68,1
Registered Nurse,102936.46,3391.26,3192.38,32553.76,109520.1,142073.86,1
Registered Nurse,93240.22,1153.17,12397.12,35277.99,106790.51,142068.5,1
Nurse Practitioner,93265.28,11249.07,6801.65,30577.32,111316.0,141893.32,1
Registered Nurse,95555.68,10394.75,6812.29,28829.34,112762.72,141592.06,1
Registered Nurse,89733.67,5806.32,19115.14,26722.44,114655.13,141377.57,1
Registered Nurse,94108.61,10362.67,5348.24,31461.67,109819.52,141281.19,1
Registered Nurse,100466.47,0.0,5858.25,34679.31,106324.72,141004.03,1
Nursing Assistant,67948.0,37479.66,5596.95,29881.36,111024.61,140905.97,0
Registered Nurse,98045.11,4762.29,4074.73,34009.18,106882.13,140891.31,1
Licensed Vocational Nurse,73134.0,31211.66,5402.0,30972.35,109747.66,140720.01,0
Registered Nurse,101094.41,0.0,1915.15,37646.63,103009.56,140656.19,1
Registered Nurse,99662.45,4708.69,3721.55,32478.94,108092.69,140571.63,1
Registered Nurse,100472.81,2193.3,1766.39,36075.09,104432.5,140507.59,1
Registered Nurse,91996.61,2847.56,16225.45,29325.73,111069.62,140395.35,1
Nurse Practitioner,88496.35,22857.93,250.0,28665.39,111604.28,140269.67,1
Registered Nurse,96532.96,3621.87,4719.56,35317.27,104874.39,140191.66,1
Registered Nurse,85084.91,6892.72,17668.95,30493.7,109646.58,140140.28,1
Nurse Practitioner,105997.63,0.0,725.0,33390.37,106722.63,140113.0,1
Registered Nurse,104033.25,0.0,0.0,35947.3,104033.25,139980.55,1
Registered Nurse,88755.85,5888.27,11109.82,34165.23,105753.94,139919.17,1
Registered Nurse,102030.63,54.99,4282.01,33541.96,106367.63,139909.59,1
Registered Nurse,98843.7,3069.13,2288.41,35660.16,104201.24,139861.4,1
Special Nurse,114624.71,1904.02,7349.25,15980.41,123877.98,139858.39,1
Special Nurse,114920.93,8436.71,14932.41,1382.87,138290.05,139672.92,1
Nurse Practitioner,110908.45,0.0,250.0,28223.15,111158.45,139381.6,1
Licensed Vocational Nurse,73081.14,29506.38,6978.7,29788.68,109566.22,139354.9,0
Registered Nurse,97711.49,4147.3,3588.18,33761.25,105446.97,139208.22,1
Special Nurse,139117.37,0.0,41.37,0.0,139158.74,139158.74,1
Licensed Vocational Nurse,71662.61,30250.1,5479.12,31746.43,107391.83,139138.26,0
Special Nurse,114242.24,4643.38,18824.6,1377.12,137710.22,139087.34,1
Nursing Assistant,67689.8,35711.73,5847.15,29828.21,109248.68,139076.89,0
Registered Nurse,101977.88,0.0,6590.73,30412.98,108568.61,138981.59,1
Registered Nurse,102910.61,0.0,806.24,35255.17,103716.85,138972.02,1
Nurse Practitioner,105236.36,5032.33,2378.58,26277.21,112647.27,138924.48,1
Nursing Assistant,68176.11,40898.8,876.1,28942.19,109951.01,138893.2,0
Special Nurse,110242.8,8976.02,18243.59,1374.62,137462.41,138837.03,1
Registered Nurse,97630.57,3934.35,926.96,36266.01,102491.88,138757.89,1
Special Nurse,115751.24,2510.35,18983.03,1372.51,137244.62,138617.13,1
Registered Nurse,100435.86,5346.67,12516.04,20311.96,118298.57,138610.53,1
Registered Nurse,90648.0,4814.48,10195.25,32905.08,105657.73,138562.81,1
Nurse Practitioner,93499.3,13323.05,2282.44,29380.93,109104.79,138485.72,1
Registered Nurse,91147.12,7943.67,11782.55,27547.21,110873.34,138420.55,1
Special Nurse,131567.16,68.74,5234.57,1368.7,136870.47,138239.17,1
Special Nurse,136733.66,0.0,119.72,1368.54,136853.38,138221.92,1
Licensed Vocational Nurse,73134.0,27384.65,6474.6,31202.67,106993.25,138195.92,0
Licensed Vocational Nurse,67877.0,33918.53,5411.33,30904.44,107206.86,138111.3,0
Registered Nurse,105545.4,844.83,250.0,31444.98,106640.23,138085.21,1
Nurse Practitioner,103170.92,0.0,250.0,34541.93,103420.92,137962.85,1
Registered Nurse,95323.51,5888.9,4273.9,32203.89,105486.31,137690.2,1
Registered Nurse,93897.98,8220.11,1566.44,33915.76,103684.53,137600.29,1
Nursing Assistant,67581.61,32764.39,6913.47,30015.74,107259.47,137275.21,0
Registered Nurse,101742.5,0.0,1364.44,34148.52,103106.94,137255.46,1
Registered Nurse,87637.8,4478.62,12464.62,32564.88,104581.04,137145.92,1
Special Nurse,128254.87,3737.46,5144.77,0.0,137137.1,137137.1,1
Nursing Assistant,67948.0,39217.83,874.0,28843.54,108039.83,136883.37,0
Special Nurse,127774.14,4703.1,4373.97,0.0,136851.21,136851.21,1
Special Nurse,114409.75,2439.41,18586.41,1354.35,135435.57,136789.92,1
Nursing Assistant,67765.55,31801.14,6945.29,30097.93,106511.98,136609.91,0
Special Nurse,112864.36,6393.42,17108.88,0.0,136366.66,136366.66,1
Licensed Vocational Nurse,73134.0,25001.93,6917.57,31300.43,105053.5,136353.93,0
Registered Nurse,101058.94,0.0,722.62,34555.03,101781.56,136336.59,1
Registered Nurse,92633.75,5224.11,5611.21,32816.29,103469.07,136285.36,1
Special Nurse,112933.9,15054.07,6801.29,1347.86,134789.26,136137.12,1
Special Nurse,106990.57,10299.79,17473.06,1347.63,134763.42,136111.05,1
Special Nurse,127819.32,0.0,8275.92,0.0,136095.24,136095.24,1
Registered Nurse,94818.87,3537.74,4332.11,33220.72,102688.72,135909.44,1
Registered Nurse,94078.55,3157.48,5119.0,33489.47,102355.03,135844.5,1
Nursing Assistant,67948.0,32071.22,5817.62,29928.54,105836.84,135765.38,0
Registered Nurse,84668.95,6425.49,15534.63,28697.09,106629.07,135326.16,1
Special Nurse,108955.37,2931.04,21993.09,1338.79,133879.5,135218.29,1
Special Nurse,132157.75,0.0,1664.0,1338.21,133821.75,135159.96,0
Registered Nurse,90579.41,2620.94,10890.49,30676.47,104090.84,134767.31,1
Nurse Practitioner,96865.63,0.0,7102.11,30769.6,103967.74,134737.34,1
Registered Nurse,92391.59,6117.01,3380.37,32760.16,101888.97,134649.13,1
Special Nurse,121134.71,7032.66,5131.89,1333.03,133299.26,134632.29,1
Special Nurse,120948.06,7015.11,5262.89,1332.26,133226.06,134558.32,1
Licensed Vocational Nurse,70113.01,27337.22,6556.64,30472.18,104006.87,134479.05,0
Special Nurse,113602.6,3595.18,15873.38,1330.72,133071.16,134401.88,1
Registered Nurse,90457.73,6962.49,10552.8,26237.79,107973.02,134210.81,1
Nurse Practitioner,100222.37,0.0,1034.29,32913.26,101256.66,134169.92,1
Registered Nurse,92030.86,1660.96,6493.34,33967.85,100185.16,134153.01,1
Registered Nurse,98513.05,0.0,2271.76,33132.27,100784.81,133917.08,1
Nursing Assistant,67948.0,28771.14,6906.67,30167.17,103625.81,133792.98,0
Registered Nurse,98011.75,20.98,250.0,35495.23,98282.73,133777.96,1
Nurse Practitioner,101468.39,0.0,250.0,31867.87,101718.39,133586.26,1
Special Nurse,125556.15,2131.84,4537.32,1322.25,132225.31,133547.56,1
Registered Nurse,96647.84,0.0,6239.2,30641.73,102887.04,133528.77,1
Nursing Assistant,67948.0,30115.76,5580.67,29874.52,103644.43,133518.95,0
Nursing Assistant,67948.0,29980.92,5667.34,29897.12,103596.26,133493.38,0
Special Nurse,107637.54,6809.19,17489.87,1319.37,131936.6,133255.97,1
Special Nurse,124555.85,2542.96,4737.08,1318.31,131835.89,133154.2,1
Special Nurse,122583.38,0.0,9249.98,1318.37,131833.36,133151.73,1
Registered Nurse,90522.38,2911.93,10113.54,29597.26,103547.85,133145.11,1
Registered Nurse,98222.45,0.0,1125.0,33784.66,99347.45,133132.11,1
Special Nurse,104805.5,2556.97,11432.58,14309.19,118795.05,133104.24,1
Nursing Assistant,67948.0,29399.68,5783.9,29921.21,103131.58,133052.79,0
Special Nurse,124597.76,5214.43,3137.52,0.0,132949.71,132949.71,1
Special Nurse,122945.63,356.27,8094.21,1313.97,131396.11,132710.08,1
Registered Nurse,73326.1,492.71,31749.67,26893.21,105568.48,132461.69,1
Nursing Assistant,67948.0,29248.1,5409.48,29839.97,102605.58,132445.55,0
Registered Nurse,97184.79,0.0,3283.3,31961.01,100468.09,132429.1,1
Registered Nurse,91216.11,2999.97,6083.34,32121.68,100299.42,132421.1,1
Public Health Nurse,95010.7,0.0,3768.63,33565.94,98779.33,132345.27,1
Nursing Assistant,67948.0,34669.37,874.0,28849.38,103491.37,132340.75,0
Nurse Practitioner,98540.94,0.0,250.0,33521.45,98790.94,132312.39,1
Registered Nurse,59354.18,6137.39,44794.11,21933.85,110285.68,132219.53,1
Registered Nurse,98901.58,0.0,331.5,32865.21,99233.08,132098.29,1
